2.039899999999979627e+02,2.039899999999979627e+02,2.039899999999979627e+02,2.039899999999979627e+02,2.039899999999979627e+02,2.039899999999979627e+02,2.039899999999979627e+02,2.039899999999979627e+02,2.039899999999979627e+02,2.039899999999979627e+02,2.039899999999979627e+02,2.039899999999979627e+02,2.039899999999979627e+02,2.039899999999979627e+02,2.039899999999979627e+02,7.571491656558390665e-96
2.329899999999979627e+02,2.329899999999979627e+02,2.329899999999979627e+02,2.329899999999979627e+02,2.329899999999979627e+02,2.329899999999979627e+02,2.329899999999979627e+02,2.329899999999979627e+02,2.329899999999979627e+02,2.329899999999979627e+02,2.329899999999979627e+02,2.329899999999979627e+02,2.329899999999979627e+02,2.329899999999979627e+02,2.329899999999979627e+02,4.857874967483982364e-33
2.659899999999979627e+02,2.659899999999979627e+02,2.659899999999979627e+02,2.659899999999979627e+02,2.659899999999979627e+02,2.659899999999979627e+02,2.659899999999979627e+02,2.659899999999979627e+02,2.659899999999979627e+02,2.659899999999979627e+02,2.659899999999979627e+02,2.659899999999979627e+02,2.659899999999979627e+02,2.659899999999979627e+02,2.659899999999979627e+02,4.857875059724980634e-33
2.849899999999979627e+02,2.849899999999979627e+02,2.849899999999979627e+02,2.849899999999979627e+02,2.849899999999979627e+02,2.849899999999979627e+02,2.849899999999979627e+02,2.849899999999979627e+02,2.849899999999979627e+02,2.849899999999979627e+02,2.849899999999979627e+02,2.849899999999979627e+02,2.849899999999979627e+02,2.849899999999979627e+02,2.849899999999979627e+02,1.217189120763609393e-76
2.819899999999979627e+02,2.819899999999979627e+02,2.819899999999979627e+02,2.819899999999979627e+02,2.819899999999979627e+02,2.819899999999979627e+02,2.819899999999979627e+02,2.819899999999979627e+02,2.819899999999979627e+02,2.819899999999979627e+02,2.819899999999979627e+02,2.819899999999979627e+02,2.819899999999979627e+02,2.819899999999979627e+02,2.819899999999979627e+02,1.589018364302153495e-47
2.649899999999979627e+02,2.649899999999979627e+02,2.649899999999979627e+02,2.649899999999979627e+02,2.649899999999979627e+02,2.649899999999979627e+02,2.649899999999979627e+02,2.649899999999979627e+02,2.649899999999979627e+02,2.649899999999979627e+02,2.649899999999979627e+02,2.649899999999979627e+02,2.649899999999979627e+02,2.649899999999979627e+02,2.649899999999979627e+02,1.217189120763609393e-76
2.439899999999979627e+02,2.439899999999979627e+02,2.439899999999979627e+02,2.439899999999979627e+02,2.439899999999979627e+02,2.439899999999979627e+02,2.439899999999979627e+02,2.439899999999979627e+02,2.439899999999979627e+02,2.439899999999979627e+02,2.439899999999979627e+02,2.439899999999979627e+02,2.439899999999979627e+02,2.439899999999979627e+02,2.439899999999979627e+02,1.217166628550781029e-76
2.379899999999979627e+02,2.379899999999979627e+02,2.379899999999979627e+02,2.379899999999979627e+02,2.379899999999979627e+02,2.379899999999979627e+02,2.379899999999979627e+02,2.379899999999979627e+02,2.379899999999979627e+02,2.379899999999979627e+02,2.379899999999979627e+02,2.379899999999979627e+02,2.379899999999979627e+02,2.379899999999979627e+02,2.379899999999979627e+02,4.857875059724980634e-33
1.859899999999979627e+02,1.859899999999979627e+02,1.859899999999979627e+02,1.859899999999979627e+02,1.859899999999979627e+02,1.859899999999979627e+02,1.859899999999979627e+02,1.859899999999979627e+02,1.859899999999979627e+02,1.859899999999979627e+02,1.859899999999979627e+02,1.859899999999979627e+02,1.859899999999979627e+02,1.859899999999979627e+02,1.859899999999979627e+02,4.857875059724980634e-33
1.209899999999979627e+02,1.209899999999979627e+02,1.209899999999979627e+02,1.209899999999979627e+02,1.209899999999979627e+02,1.209899999999979627e+02,1.209899999999979627e+02,1.209899999999979627e+02,1.209899999999979627e+02,1.209899999999979627e+02,1.209899999999979627e+02,1.209899999999979627e+02,1.209899999999979627e+02,1.209899999999979627e+02,1.209899999999979627e+02,7.976970621836390517e-72
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.217189120763609393e-76
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.217189120763609393e-76
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.700868495621166690e-245
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.571492609140656805e-96
